1,중앙/권역,코로나19 중앙 예방접종센터,국립중앙의료원,국립중앙의료원 D동,04562,서울특별시 중구 을지로 39길 29,02-2260-7114
2,중앙/권역,코로나19 중부권역 예방접종센터,순천향대 천안병원,천안시 실내배드민턴장 1층,31212,충청남도 천안시 동남구 천안대로 357,
3,중앙/권역,코로나19 호남권역 예방접종센터,조선대병원,조선대학교병원 의성관 5층,61452,광주광역시 동구 필문대로 365,062-220-3739
4,중앙/권역,코로나19 영남권역 예방접종센터,양산 부산대병원,양산 부산대병원 기숙사동 1층,50612,경상남도 양산시 물금읍 금오로 20,055-360-6701
5,지역,코로나19 대구광역시 중구 예방접종센터,,계명대학교 대구동산병원 별관,41931,대구시 중구 달성로 56,053-661-3955
6,지역,코로나19 서울특별시 성동구 예방접종센터,,성동구청 대강당(3층),04750,서울특별시 성동구 고산자로 270,02-2286-5084
7,지역,코로나19 부산광역시 부산진구 예방접종센터,,부산시민공원 시민사랑채,47197,부산 부산진구 시민공원로 73,051-605-8633
8,지역,코로나19 인천광역시 연수구 예방접종센터,,선학경기장 선학체육관,21908,인천광역시 연수구 경원대로 526,032-749-8121
9,지역,코로나19 광주광역시 서구 예방접종센터,,염주종합체육관,62048,광주광역시 서구 금화로 278,062-350-4157
10,지역,코로나19 대전광역시 유성구 예방접종센터,,유성종합스포츠센터,34128,대전광역시 유성구 유성대로 978,042-611-2498
11,지역,코로나19 울산광역시 중구 예방접종센터,,동천체육관,44497,울산시 중구 염포로 85,052-290-4941
12,지역,코로나19 세종특별자치시 예방접종센터,,남세종종합청소년센터,30099,세종특별자치시 달빛1로 227,044-301-2868
13,지역,코로나19 경기도 수원시 예방접종센터,,아주대 실내체육관,16499,경기도 수원시 영통구 월드컵로 206,031-228-3737
14,지역,코로나19 경기도 고양시 일산동구 예방접종센터,,고양꽃전시관,10400,경기도 고양시 일산동구 호수로 595,031-8075-4830
15,지역,코로나19 강원도 원주시 예방접종센터,,치악체육관,26447,강원도 원주시 서원대로 279,033-737-4012
16,지역,코로나19 충청북도 청주시 예방접종센터,,상당구청 스포츠센터,28806,충청북도 청주시 상당구 남일면 단재로 466,043-201-4394
17,지역,코로나19 충청남도 천안시 서북구 예방접종센터,,천안시 실내테니스장,31157,충남 천안시 서북구 번영로 208,041-521-3013
18,지역,코로나19 전라북도 전주시 예방접종센터,,화산체육관,54984,전주시 완산구 백제대로 310,063-281-6621
19,지역,코로나19 전라남도 목포시 예방접종센터,,목포실내체육관,58608,전남 목포시 대양로 286,063-270-8939
20,지역,코로나19 경상북도 포항시 남구 예방접종센터,,포항종합운동장 실내체육관,37832,경북 포항시 남구 희망대로 810,054-270-4959
21,지역,코로나19 경상남도 창원시 마산구 예방접종센터,,마산체육관,51323,경남 창원시 마산회원구 삼호로 63,055-225-7671
22,지역,코로나19 제주특별자치도 제주시 예방접종센터,,한라체육관,63189,제주시 서광로2길 24,064-728-4028
23,지역,코로나19 서울특별시 중랑구 예방접종센터,,중랑문화체육관,02261,서울특별시 중랑구 사가정로72길47,02-2094-0275
24,지역,코로나19 서울특별시 성북구 예방접종센터,,성북아트홀(구청4층),02848,서울특별시 성북구 보문로 168,02-2241-4305
25,지역,코로나19 서울특별시 노원구 예방접종센터,,노원구민체육센터,01741,서울특별시 노원구 노원로22길 1,02-2116-3084
26,지역,코로나19 서울특별시 은평구 예방접종센터,,은평문화 예술회관,03381,서울특별시 은평구 녹번로 16,02-351-6187
27,지역,코로나19 서울특별시 동작구 예방접종센터,,사당종합체육관,06989,서울특별시 동작구 사당로27길 232,02-820-1965
28,지역,코로나19 서울특별시 송파구 예방접종센터,,송파구 체육문화회관,05771,서울특별시 송파구 양산로15,02-2147-2131
29,지역,코로나19 부산광역시 남구 예방접종센터,,남구국민체육센터,48563,부산광역시 남구 백운포로 110,051-607-3725
30,지역,코로나19 인천광역시 서구 예방접종센터,,인천아시아드주경기장,22717,인천광역시 서구 봉수대로 806,032-560-5053
31,지역,코로나19 광주광역시 남구 예방접종센터,,남구다목적체육관,61711,광주광역시 남구 화산로 110,062-607-4336
32,지역,코로나19 울산광역시 남구 예방접종센터,,남구국민체육센터,44766,울산광역시 남구 여천로 38,052-226-2399
33,지역,코로나19 경기도 성남시 분당구 예방접종센터,,탄천종합운동장 체육회관 이벤트홀,13495,경기도 성남시 분당구 탄천로 215,031-729-8582
34,지역,코로나19 경기도 안양시 동안구 예방접종센터,,안양종합운동장 보조경기장,13918,경기도 안양시 동안구 평촌대로 389,031-8045-4843
35,지역,코로나19 경기도 남양주시 예방접종센터,,남양주 체육문화센터,12244,경기도 남양주시 다산 지금로 91,031-590-2598
36,지역,코로나19 강원도 강릉시 예방접종센터,,강릉아레나,25472,강원도 강릉시 수리골길 102,033-660-2302
37,지역,코로나19 강원도 춘천시 예방접종센터,,봄내체육관,24243,강원도 춘천시 평화로 25,033-245-5970
38,지역,코로나19 강원도 삼척시 예방접종센터,,삼척체육관,25909,강원도 삼척시 교동 243-13,033-570-4669
39,지역,코로나19 충청북도 충주시 예방접종센터,,충주체육관,27371,충청북도 충주시 예성로 266,043-850-0002
40,지역,코로나19 충청북도 음성군 예방접종센터,,음성실내체육관,27704,충청북도 음성군 설성로 47,043-871-4392
41,지역,코로나19 충청남도 아산시 예방접종센터,,이순신종합운동장 복합스포츠센터,31528,충청남도 아산시 남부로 370-24,041-537-3413
42,지역,코로나19 충청남도 논산시 예방접종센터,,시민운동장,32993,충청남도 논산시 체육로 110,041-746-8032
43,지역,코로나19 전라북도 군산시 예방접종센터,,월명종합경기장 월명체육관,54078,전라북도 군산시 번영로 281,063-460-0024
44,지역,코로나19 전라북도 정읍시 예방접종센터,,정읍실내체육관,56158,전라북도 정읍시 서부로 9,063-539-6103
45,지역,코로나19 전라북도 남원시 예방접종센터,,춘향골 체육관,55766,전라북도 남원시 충정로 341,063-620-7939
46,지역,코로나19 전라남도 여수시 예방접종센터,,흥국체육관,59676,전라남도 여수시 선소로 93,061-659-4269
47,지역,코로나19 전라남도 순천시 예방접종센터,,순천대학교 국제문화컨벤션관,57922,전라남도 순천시 중앙로 235,061-749-3588
48,지역,코로나19 경상남도 진주시 예방접종센터,,진주종합실내체육관(초전동),52733,경상남도 진주시 남강로 1655,055-749-6616
49,지역,코로나19 경상남도 통영시 예방접종센터,,충무체육관,53047,경상남도 통영시 북문2길 34,055-650-6053
50,지역,코로나19 서울특별시 중구 예방접종센터 ,,충무스포츠센터,04569,서울특별시 중구퇴계로 387,02-3396-4503
51,지역,코로나19 부산광역시 금정구  예방접종센터 ,,금정문화회관 생활문화관,46251,부산광역시 금정구 체육공원로 7,051-519-5798
52,지역,코로나19 부산광역시 북구  예방접종센터 ,,북구문화예술회관,46547,부산광역시 북구 금곡대로 46번길 50,051-309-7023
53,지역,코로나19 인천광역시 부평구 예방접종센터 ,,삼산월드체육관,21343,인천광역시 부평구 체육관로 60,032-509-8251
54,지역,코로나19 대구광역시 동구 예방접종센터 ,,아양아트센터,41179,대구광역시 동구 효동로2길 24,053-662-3236
55,지역,코로나19 대구광역시 달서구 예방접종센터 ,,성서산업단지 다목적체육관,42718,대구광역시 달서구 성서공단로22길 25,053-667-2225
56,지역,코로나19 울산광역시 북구 예방접종센터 ,,오토밸리복지센터,44248,울산광역시 북구 산업로 1020,052-241-8241
57,지역,코로나19 경기도 안산시 단원구 예방접종센터 ,,올림픽기념관 체육관,15335,경기 안산시 단원구 적금로202,031-369-1702
58,지역,코로나19 경기도 용인시 처인구 예방접종센터 ,,용인미르스타디움,16997,경기 용인시 처인구 동백죽전대로 61,031-324-2716
59,지역,코로나19 경기도 화성시 예방접종센터 ,,동탄나래울 종합사회복지관,18427,경기 화성시 여울로2길 33,031-5189-6936
60,지역,코로나19 경기도 시흥시 예방접종센터 ,,정왕평생학습관,15055,경기 시흥시 정왕대로 233번길 21,031-310-5851
61,지역,코로나19 충청남도 서산시 예방접종센터 ,,서산시민체육관,31963,충남 서산시 안견로 661,041-661-8245
62,지역,코로나19 전라남도 광양시 예방접종센터 ,,광양실내체육관,57728,전남 광양시 광양읍 매천로 695-20,061-797-3789
63,지역,코로나19 전라남도 구례군 예방접종센터 ,,구례실내체육관,57635,전남 구례군 구례읍 서시천로 76-11,061-780-2012
64,지역,코로나19 전라남도 해남군 예방접종센터 ,,건강누리센터,59038,전남 해남군 해남로 46,061-531-3752
65,지역,코로나19 전라남도 영광군 예방접종센터 ,,영광스포티움 실내보조체육관,57035,전남 영광군 영광읍 월현로 170,061-350-5562
66,지역,코로나19 경상북도 포항시 북구 예방접종센터 ,,양덕한마음체육관,37598,경북 포항시 북구 새천년대로1460,054-270-4132
67,지역,코로나19 경상북도 안동시 예방접종센터 ,,안동체육관 실내보조경기장,36709,경북 안동시 육사로 205,054-840-5950
68,지역,코로나19 경상북도 영천시 예방접종센터 ,,영천 생활체육관,38839,경북 영천시 운동장로 55,054-339-7781
69,지역,코로나19 경상북도 고령군 예방접종센터 ,,주산체육관,40136,경북 고령군 대가야읍 주산순환길 91,054-950-7950
70,지역,코로나19 경상북도 칠곡군 예방접종센터 ,,교육문화회관 사회교육관,39872,경북 칠곡군 왜관읍 관문로 1길 32,054-979-8255
71,지역,코로나19 서울특별시 구로구 예방접종센터,,구로구민회관,08301,서울특별시 구로구 가마산로25길 21,02-860-3304 
72,지역,코로나19 서울특별시 용산구 예방접종센터,,용산구 종합행정타운 전시실,04390,서울특별시 용산구 녹사평대로 150,02-2199-8200
73,지역,코로나19 서울특별시 광진구 예방접종센터,,자양체육관,05110,서울특별시 광진구 뚝섬로52길 66,02-450-7102
74,지역,코로나19 서울특별시 강북구 예방접종센터,,강북구 문화예술회관,01036,서울특별시 강북구 삼각산로 85,02-901-6328
75,지역,코로나19 서울특별시 도봉구 예방접종센터,,창동문화체육센터,01412,서울특별시 도봉구 노해로69길 132,02-2091-2102
76,지역,코로나19 서울특별시 양천구 예방접종센터,,해누리타운,08094,서울특별시 양천구 목동동로 81,02-2620-3058
77,지역,코로나19 서울특별시 강서구 예방접종센터,,(舊) 염강초등학교,07531,서울특별시 강서구 허준로 221-22(가양동),02-2600-6119
78,지역,코로나19 서울특별시 금천구 예방접종센터,,금나래문화체육센터,08608,서울특별시 금천구 독산동 1148,02-2627-2692
79,지역,코로나19 서울특별시 영등포구 예방접종센터,,영등포 아트홀,07258,서울특별시 영등포구 국회대로 596,02-2670-3316
80,지역,코로나19 서울특별시 관악구 예방접종센터,,관악구민종합체육센터,08799,서울특별시 관악구 낙성대로3길 37,02-879-5154
81,지역,코로나19 서울특별시 강동구 예방접종센터,,강동구민회관,05314,서울특별시 강동구 상암로 168,02-3425-5093
82,지역,코로나19 서울특별시 서초구 예방접종센터,,서초문화예술회관,06749,서울특별시 서초구 강남대로 201,02-2155-6142
83,지역,코로나19 서울특별시 종로구 예방접종센터,,종로구민회관,03104,서울특별시 종로구 지봉로5길 7-5,02-2148-1312
84,지역,코로나19 서울특별시 동대문구 예방접종센터,,동대문구체육관,02609,서울특별시 동대문구 답십리로 210-3,02-2127-4025
85,지역,코로나19 서울특별시 서대문구 예방접종센터,,북아현문화체육센터,03770,서울특별시 서대문구 북아현로 51,02-330-1065
86,지역,코로나19 서울특별시 마포구 예방접종센터,,마포구민체육센터,03954,서울특별시 마포구 월드컵로25길 190,02-3153-6332
87,지역,코로나19 서울특별시 강남구 예방접종센터,,일원에코센터,135-230,서울특별시 강남구 일원동 4-12,02-3423-5162
88,지역,코로나19 대구광역시 북구 예방접종센터,,대구복합스포츠타운 시민체육관,41594,대구광역시 북구 고성로 191 (고성동3가),053-665-0697
89,지역,코로나19 대구광역시 서구 예방접종센터,,서구국민체육센터,41759,대구광역시 서구 문화로 72 (이현동),053-663-3222
90,지역,코로나19 인천광역시 동구 예방접종센터,,송림체육관,22534,인천광역시 동구 염전로 30,032-770-5774
91,지역,코로나19 인천광역시 강화군 예방접종센터,,강화문예회관,23028,인천광역시 강화군 강화읍 고비고개로19번길 12,032-930-4045
92,지역,코로나19 광주광역시 동구 예방접종센터,,동구문화센터,61498,"광주광역시 동구 남문로 646, 4층",062-608-3394
93,지역,코로나19 광주광역시 북구 예방접종센터,,전남대학교 스포츠센터,61186,"광주광역시 북구 우치로 91, 전남대학교",062-410-8118
94,지역,코로나19 광주광역시 광산구 예방접종센터,,광주보훈병원 재활체육관,62284,"광주광역시 광산구 첨단월봉로 99, 광주보훈병원",062-960-6862
95,지역,코로나19 대전광역시 동구 예방접종센터,,동구 국민체육센터,34593,대전광역시 동구 가양로 9,042-251-4953
96,지역,코로나19 대전광역시 중구 예방접종센터,,한밭체육관,35021,대전광역시 중구 대종로 373(부사동),042-288-8012
97,지역,코로나19 대전광역시 서구 예방접종센터,,도솔다목적체육관,35344,대전광역시 서구 배재로197번길 41(도마동),042-288-2611
98,지역,코로나19 대전광역시 대덕구 예방접종센터,,청소년어울림센터,34411,대전광역시 대덕구 쌍청당로 25,042-608-5431
99,지역,코로나19 울산광역시 동구 예방접종센터,,전하체육센터,44020,울산광역시 동구 봉수로 285,052-209-4101
100,지역,코로나19 울산광역시 울주군 예방접종센터,,울주군 국민체육센터,44920,울산광역시 울주군 범서읍 구영로 101-16,052-204-2743
101,지역,코로나19 경기도 광명시 예방접종센터,,광명시민체육관,14259,경기도 광명시 오리로 703(하안동),02-2680-0959
102,지역,코로나19 경기도 의정부시 예방접종센터,,의정부역 앞 시민공원,480-010,경기도 의정부시 의정부동 161-10,031-870-6547
103,지역,코로나19 경기도 평택시 송탄 예방접종센터,,이충문화체육센터,17731,경기도 평택시 장안웃길 149,031-8024-7242
104,지역,코로나19 경기도 이천시 예방접종센터,,이천시종합운동장 배드민턴장,17321,경기도 이천시 부발읍 중부대로 1696,031-645-3401
105,지역,코로나19 경기도 여주시 예방접종센터,,여주시 실내체육관,12625,경기도 여주시 영릉로 123,031-887-3277
106,지역,코로나19 경기도 파주시 예방접종센터,,시민회관 대공연장,10932,경기도 파주시 시민회관길 33,031-940-5597
107,지역,코로나19 경기도 부천시 예방접종센터,,부천체육관,14509,경기도 부천시 석천로 293,032-625-4493
108,지역,코로나19 경기도 양평군 예방접종센터,,물맑은실내체육관,12546,경기도 양평군 양평읍 마유산로 11,031-770-3944
109,지역,코로나19 경기도 하남시 예방접종센터,,하남종합운동장 제2체육관,12912,경기도 하남시 아리수로 600,031-790-5923
110,지역,코로나19 경기도 의왕시 예방접종센터,,의왕시청소년수련관 다목적체육관,16077,경기도 의왕시 문화공원로 33,031-345-2071
111,지역,코로나19 경기도 김포시 예방접종센터,,김포시민회관 실내체육관,10110,경기도 김포시 사우중로26,031-5186-8300
112,지역,코로나19 경기도 광주시 예방접종센터,,시민체육관,12794,경기도 광주시 오포읍 청석로 85,031-760-8755
113,지역,코로나19 경기도 안양시 만안구 예방접종센터,,안양아트센터,14093,경기도 안양시 만안구 문예로36번길 16,031-8045-3110
114,지역,코로나19 경기도 군포시 예방접종센터,,시민체육광장,15862,경기도 군포시 산본로 267,031-389-4940
115,지역,코로나19 경기도 포천시 예방접종센터,,포천종합운동장,11154,경기도 포천시 군내면 호국로 1518,031-538-3611
116,지역,코로나19 경기도 구리시 예방접종센터,,인창도서관대강당,11922,경기도 구리시 건원대로34번길 90,031-550-8666
117,지역,코로나19 경기도 고양시 덕양구 예방접종센터,,고양어울림누리 체육관,10471,경기도 고양시 덕양구 어울림로 33,031-8075-4825
118,지역,코로나19 강원도 동해시 예방접종센터,,동해체육관,25750,강원도 동해시 덕골길 10,033-539-8346
119,지역,코로나19 강원도 태백시 예방접종센터,,문화예술회관,26009,강원도 태백시 고원로 203,033-550-3121
120,지역,코로나19 강원도 속초시 예방접종센터,,속초시생활체육관,24855,강원도 속초시 동해대로 4229,033-639-2131
121,지역,코로나19 강원도 영월군 예방접종센터,,스포츠파크 실내체육관,26237,강원도 영월군 영월읍 제방안길 100,033-370-2517
122,지역,코로나19 강원도 평창군 예방접종센터,,평창읍 생활체육관,25377,강원 평창군 평창읍 산책길 38,033-330-4835
123,지역,코로나19 강원도 정선군 예방접종센터,,정선종합경기장 실내체육관,26125,강원도 정선군 정선읍 애산로 60,033-560-4024
124,지역,코로나19 강원도 인제군 예방접종센터,,인제체육관,24624,강원도 인제군 인제읍 비봉로44번길 113,033-460-2513
125,지역,코로나19 충청북도 고성군 예방접종센터,,고성생활체육관,24728,강원도 고성군 간성읍 수성로 87,033-680-3957
126,지역,코로나19 충청북도 청주시 서원구 예방접종센터,,청주체육관,28559,충청북도 청주시 서원구 사직대로 229,043-201-3253
127,지역,코로나19 충청북도 제천시 예방접종센터,,제천체육관,27182,충청북도 제천시 숭의로 85(화산동),043-641-3902
128,지역,코로나19 충청북도 옥천군 예방접종센터,,옥천체육센터,29039,충청북도 옥천군 옥천읍 관성로 53,043-730-2192
129,지역,코로나19 충청남도 공주시 예방접종센터,,백제체육관,32535,충청남도 공주시 고마나루길 51-14,041-840-8791
130,지역,코로나19 충청남도 보령시 예방접종센터,,보령종합체육관,33494,충청남도 보령시 보령남로 339,041-930-5901
131,지역,코로나19 충청남도 부여군 예방접종센터,,부여국민체육센터,33117,충청남도 부여군 규암면 호수로 82,041-830-8682
132,지역,코로나19 충청남도 서천군 예방접종센터,,서천국민체육센터,33651,충청남도 서천군 마서면 마서로 400,041-950-4046
133,지역,코로나19 충청남도 예산군 예방접종센터,,윤봉길체육관,32438,충청남도 예산군 예산읍 예산로 352,041-339-6082
